word,antonym,word_hi,antonym_hi
assemble,disassemble,इकट्ठा,अलग करना
assemble,dismantle,इकट्ठा,नष्ट
assemble,take apart,इकट्ठा,अलग करना
assembly,disassembly,विधानसभा,disassembly
assembly,dismantlement,विधानसभा,गिराना
assembly,dismantling,विधानसभा,ध्वस्त
assent,dissent,अनुमति,मतभेद
asserting,interrogative,जोर देकर कहा,प्रश्नवाचक
asserting,interrogatory,जोर देकर कहा,पूछताछ करनेवाला
assertive,unassertive,निश्चयात्मक,निगेटिव
assertively,unassertively,दृढंता,बेकार
asset,liability,संपत्ति,देयता
assigned,unassigned,सौंपा गया,निर्दिष्ट नहीं किए गए
assimilate,dissimilate,आत्मसात करना,विघटित करना
assisted,unassisted,असिस्टेड,बेबस
associate,decouple,संबंद्ध करना,दसगुणा
associate,dissociate,संबंद्ध करना,अलग कर देना
association,disassociation,संगठन,भिन्नता
associative,nonassociative,जोड़नेवाला,अव्यवस्थित
associatory,nonassociative,संबद्ध,अव्यवस्थित
assoil,convict,भंग करना,मिद्धदोष अपराधी
assortative mating,disassortative mating,संभोग संभोग,विच्छेदक संभोग
assure,vex,आश्वासन,तंग करना
assure,worry,आश्वासन,चिंता
astern,fore,पीछे की ओर,आगे का
astern,forward,पीछे की ओर,आगे
astigmatic,anastigmatic,विदृष्टिक,शत्रुतापूर्ण
astigmatic,stigmatic,विदृष्टिक,विर्तिका
astigmatism,stigmatism,दृष्टिवैषम्य,कलंक
astigmia,stigmatism,वंशज,कलंक
astomatous,stomatous,अचूक,कड़ा
astringent,nonastringent,स्तम्मक,अखंड
asymmetric,symmetric,असममित,सममित
asymmetric,symmetrical,असममित,सममित
asymmetrical,symmetric,विषम,सममित
asymmetrical,symmetrical,विषम,सममित
asymmetrically,symmetrically,विषम,संतुलित
asymmetry,balance,विषमता,संतुलन
asymmetry,correspondence,विषमता,पत्र-व्यवहार
asymmetry,symmetricalness,विषमता,सममितता
asymmetry,symmetry,विषमता,समरूपता
asynchronism,synchroneity,अतृणता,समकालिकता
asynchronism,synchronicity,अतृणता,समक्रमिकता
asynchronism,synchronisation,अतृणता,सिंक्रनाइज़ेशन
asynchronism,synchronism,अतृणता,एक ही समय में अनेक घटनाओं का होना
asynchronism,synchronization,अतृणता,सिंक्रनाइज़ेशन
asynchronism,synchronizing,अतृणता,सिंक्रनाइज़ करना
asynchronism,synchrony,अतृणता,synchrony
asynchronous,synchronal,अतुल्यकालिक,सिंक्रोनल
asynchronous,synchronic,अतुल्यकालिक,समकाल का
asynchronous,synchronous,अतुल्यकालिक,एक समय का
asynchronous operation,synchronous operation,अतुल्यकालिक संचालन,सिंक्रोनस ऑपरेशन
asynchrony,synchroneity,अत्याचार,समकालिकता
asynchrony,synchronicity,अत्याचार,समक्रमिकता
asynchrony,synchronisation,अत्याचार,सिंक्रनाइज़ेशन
asynchrony,synchronism,अत्याचार,एक ही समय में अनेक घटनाओं का होना
asynchrony,synchronization,अत्याचार,सिंक्रनाइज़ेशन
asynchrony,synchronizing,अत्याचार,सिंक्रनाइज़ करना
asynchrony,synchrony,अत्याचार,synchrony
asyndetic,syndetic,शुष्क,सिंडिक
at a lower place,above,एक निचले स्थान पर,ऊपर
at a lower place,higher up,एक निचले स्थान पर,ऊंचे
at a lower place,in a higher place,एक निचले स्थान पर,एक उच्च स्थान पर
at a lower place,to a higher place,एक निचले स्थान पर,एक उच्च स्थान पर
at best,at the worst,सबसे अच्छे रूप में,सबसे बुरे पर
at best,at worst,सबसे अच्छे रूप में,सबसे खराब
at least,at most,कम से कम,अधिक से अधिक
at least,at the most,कम से कम,सबसे अधिक
at most,at least,अधिक से अधिक,कम से कम
at most,at the least,अधिक से अधिक,कम से कम
at that place,here,उस स्थान पर,यहाँ
at the best,at the worst,सबसे अच्छा,सबसे बुरे पर
at the best,at worst,सबसे अच्छा,सबसे खराब
at the least,at most,कम से कम,अधिक से अधिक
at the least,at the most,कम से कम,सबसे अधिक
at the most,at least,सबसे अधिक,कम से कम
at the most,at the least,सबसे अधिक,कम से कम
at the worst,at best,सबसे बुरे पर,सबसे अच्छे रूप में
at the worst,at the best,सबसे बुरे पर,सबसे अच्छा
at worst,at best,सबसे खराब,सबसे अच्छे रूप में
at worst,at the best,सबसे खराब,सबसे अच्छा
atheism,theism,नास्तिकता,थेइज़्म
atomic,conventional,परमाणु,पारंपरिक
